show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s2426,Movie,The Light of My Eyes,unknown,0,unknown,0,"Dramas, International Movies, Romantic Movies",3,Dramas,2010,2020-06-05,TV-MA,adults,96.0,min,unknown,A composer hides his love for his formerly blind ex when she returns to Egypt engaged to his childhood friend — the doctor who restored her sight.
s2427,TV Show,BAKI,unknown,0,"Nobunaga Shimazaki, Takayuki Sugo, Bin Shimada, Rikiya Koyama, Takuya Eguchi, Banjo Ginga, Takehito Koyasu, Kenjiro Tsuda, Chafurin, Issei Futamata, Mugihito, Yoshihisa Kawahara, Sora Amamiya, Toru Furuya",14,"Anime Series, International TV Shows",2,Anime Series,2020,2020-06-04,TV-MA,adults,3.0,seasons,Japan,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on."
s2428,Movie,Hot Sweet Sour,Andaç Haznedaroğlu,1,"Buğra Gülsoy, Özge Özpirinçci, Yusuf Akgün, Füsun Demirel, Gözde Türkpençe, Osman Alkaş, Rahmi Dilligil, Somer Karvan",8,"Dramas, International Movies, Romantic Movies",3,Dramas,2017,2020-06-04,TV-14,not rated,102.0,min,Turkey,"In love since childhood, a couple separates to pursue different paths but makes a pact to marry each other in five years if they are still single."
s2429,Movie,Overnight Republic,Murat Kepez,1,"Çağlar Çorumlu, Büşra Pekin, Ersin Korkut, Gülhan Tekin, Mahir İpek, Uğur Bilgin, Öner Ateş, Hakan Ummak, Patrycja Widlak, Hamza Yazıcı",10,"Comedies, International Movies",2,Comedies,2017,2020-06-04,TV-MA,adults,105.0,min,Turkey,"A mayoral candidate wins office, promising to turn a small province into its own country as a war and wacky events with his wife and advisors ensue."
s2430,Movie,Can’t Complain,Ahmed Nader Galal,1,"Ahmed Helmy, Menna Shalaby, Khaled El Sawy, Lotfy Labib",4,"Comedies, International Movies, Romantic Movies",3,Comedies,2007,2020-06-03,TV-MA,adults,114.0,min,Egypt,"Raised by a father to fraudulently act as one person, three identical brothers end up pining for the same woman as one triplet seeks psychiatric help."
s2431,Movie,Lady Bird,Greta Gerwig,1,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Lois Smith, Stephen Henderson, Odeya Rush, Jordan Rodrigues",10,"Comedies, Dramas, Independent Movies",3,Comedies,2017,2020-06-03,R,adults,94.0,min,United States,"An intrepid high schooler in Sacramento undergoes the trials of love, family and self-discovery as she dreams of escaping to college on the East Coast."
s2432,Movie,Spelling the Dream,Sam Rega,1,unknown,0,"Children & Family Movies, Documentaries",2,Children & Family Movies,2020,2020-06-03,TV-G,family,83.0,min,United States,"Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S."
s2433,TV Show,Alone,unknown,0,unknown,0,Reality TV,1,Reality TV,2019,2020-06-02,TV-14,not rated,1.0,season,unknown,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out."
s2434,Movie,Andaleeb El Dokki,Wael Ehsan,1,"Mohamed Henedi, Heba Nour, Dawood Hussain, Amr Abdel-Geleel, Mohammed El Sadaany, Mohamed Sherif Hassan",6,"Comedies, International Movies",2,Comedies,2008,2020-06-02,TV-14,not rated,106.0,min,Egypt,"Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune."
s2435,Movie,Let's Dance,Inas El-Degheidy,1,"Yousra, Tamer Hagras, Ezzat Abou Aouf, Hala Sedki, Marwan Azab",5,"Comedies, Dramas, International Movies",3,Comedies,2006,2020-06-02,TV-14,not rated,116.0,min,Egypt,"Disillusioned with her humdrum routine, a married lawyer secretly enrolls in a dance school in this remake of the 1996 Japanese film “Shall We Dance?”"
s2436,Movie,Life's Speed Bump,Wael Ehsan,1,"Ahmed Helmy, Nour, Ezzat Abou Aouf, Ahmed Rateb, Ahmed Saeed Abdel-Ghany, Menna Arafa",6,"Comedies, International Movies",2,Comedies,2006,2020-06-02,TV-14,not rated,109.0,min,Egypt,"Seeking job opportunities, a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman."
s2437,Movie,Mr. Romantic,Ahmed Al-Badry,1,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",10,"Comedies, International Movies, Romantic Movies",3,Comedies,2009,2020-06-02,TV-14,not rated,97.0,min,unknown,"When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman."
s2438,Movie,My Horrible Grandma,Sameh Abdulaziz,1,"Shaimaa Abdelkader, Samiha Ayyoub, Fify El Sebaay, Emy Samir Ghanim, Mohamed Henedi, Bassem Samra",6,"Comedies, Dramas, International Movies",3,Comedies,2012,2020-06-02,TV-MA,adults,100.0,min,Egypt,"As a man fumbles to keep things in order, his assertive grandmother tries to straighten out his life when she returns to live with him."
s2439,Movie,Sorry To Disturb,Khaled Marei,1,"Ahmed Helmy, Mahmoud Hemeida, Menna Shalaby, Dalal Abdelaziz, Mohamed Sharaf, Tarek El Tilmisany, Mohammed El Sadaany, Samy Maghawry, Ahmed Fouad Selim, Ahmed Ramah",10,"Dramas, International Movies",2,Dramas,2008,2020-06-02,TV-14,not rated,116.0,min,Egypt,"After losing his father, a genius yet troubled aviation engineer suffering from loneliness tackles a complex project: love."
s2440,Movie,The Student Cop,Wael Ihsan,1,"Karim Abdel Aziz, Hassan Hosny, Ghada Adel, Maha Ahmed, Ramez Galal, Mohamed Ragab, Mohamed El Dafrawy",7,"Action & Adventure, Comedies, International Movies",3,Action & Adventure,2004,2020-06-02,TV-14,not rated,111.0,min,Egypt,"Sent undercover to investigate suspicious activity among a group of college students, a police officer gets more invested in his role than expected."
s2441,Movie,True: Rainbow Rescue,unknown,0,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",8,Children & Family Movies,1,Children & Family Movies,2020,2020-06-02,TV-Y,kids,24.0,min,Canada,True and Bartleby travel to the other side of the Neverending Rainbow to bring back Dillydally — a brave explorer who's the Rainbow King's best friend!
s2442,Movie,What's Up?,Izidore K. Musallam,1,"Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed",6,"Comedies, Dramas, International Movies",3,Comedies,2006,2020-06-02,TV-PG,teens,95.0,min,"Saudi Arabia, United Arab Emirates","Flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition."
s2443,Movie,X Large,Sherif Arafa,1,"Ahmed Helmy, Donia Samir Ghanim, Ibrahim Nasr, Yasmin Raeis, Saeed Tarabeek",5,"Comedies, International Movies, Romantic Movies",3,Comedies,2011,2020-06-02,TV-14,not rated,135.0,min,Egypt,"After he is rejected by the woman he loves and obesity-related issues kill his uncle, a lonely, overweight artist undergoes a major transformation."
s2444,Movie,122,Yasir Al Yasiri,1,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",8,"Horror Movies, International Movies",2,Horror Movies,2019,2020-06-01,TV-MA,adults,95.0,min,Egypt,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them."
s2445,TV Show,Cardcaptor Sakura,unknown,0,"Miwa Matsumoto, Motoko Kumai, Nozomu Sasaki, Hideyuki Tanaka, Junko Iwao, Emi Motoi, Yukana, Aya Hisakawa, Katsuyuki Konishi, Emi Shinohara, Sakura Tange, Ryoka Yuzuki, Minako Kotobuki, Yumi Toma, Natsuki Hanae, Issei Miyazaki, Tomokazu Seki, Kazuo Hayashi, Masaya Onosaka, Minori Suzuki, Megumi Ogata",21,"Anime Series, International TV Shows",2,Anime Series,1999,2020-06-01,TV-Y7,kids,2.0,seasons,Japan,"After a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a ""Cardcaptor"" and retrieve them."
s2446,Movie,Chippa,Safdar Rahman,1,"Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya",8,"Comedies, Dramas, Independent Movies",3,Comedies,2020,2020-06-01,TV-14,not rated,92.0,min,India,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read."
s2447,Movie,Cook Off,Tomas Brickhill,1,"Tendaiishe Chitima, Tendai Nguni, Jesese Mungoshi, Eddie Sandifolo, Charmaine Mujeri, Kudzai Sevenzo, Fungai Majaya, Eugene Zimbudzi, Chimwemwe Chipidza, Kevin Hanssen, Zihlo, Michael Kudakwashe",12,"Comedies, International Movies, Romantic Movies",3,Comedies,2017,2020-06-01,TV-G,family,100.0,min,Zimbabwe,"Yearning for a better life, a single mother with a passion for cooking gets a shot at greatness when her son enters her into a top reality cooking show."
s2448,TV Show,Dear My Friends,unknown,0,"Shin Gu, Kim Yeong-ok, Kim Hye-ja, Na Mun-hee, Ju Hyun, Youn Yuh-jung, Park Won-suk, Go Du-sim, Ko Hyun-jung",9,"International TV Shows, Korean TV Shows, TV Dramas",3,International TV Shows,2016,2020-06-01,TV-MA,adults,1.0,season,South Korea,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.
s2449,Movie,Kalek Shanab,Hani Al-Shaibani,1,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah",8,"Comedies, International Movies",2,Comedies,2019,2020-06-01,TV-PG,teens,80.0,min,United Arab Emirates,"After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how."
s2450,TV Show,Megalobox,unknown,0,"Yoshimasa Hosoya, Shiro Saito, Hiroki Yasumoto, Nanako Mori, Michiyo Murase, Hiroyuki Kinoshita",6,"Anime Series, International TV Shows",2,Anime Series,2018,2020-06-01,TV-MA,adults,1.0,season,Japan,"Created for the 50th anniversary of manga ""Ashita No Joe,"" mechanized human fighters known as Megalo Boxers battle each other for boxing supremacy."
s2451,TV Show,Midnight Diner,unknown,0,"Kaoru Kobayashi, Toshiki Ayata, Mansaku Fuwa, Yutaka Matsushige, Ken Mitsuishi, Shohei Uno, Takashi Yamanaka, Kiyofumi Kaneko, Risa Sudou, Asako Kobayashi, Nahoko Yoshimoto, Joe Odagiri",12,"International TV Shows, TV Dramas",2,International TV Shows,2014,2020-06-01,TV-MA,adults,3.0,seasons,Japan,"A scarred man operates a midnight diner in the backstreets of Shinjuku. No one knows his name or his story, but his customers each bring him theirs."
s2452,Movie,Mirai,Mamoru Hosoda,1,"Moka Kamishiraishi, Haru Kuroki, Gen Hoshino, Kumiko Aso, Mitsuo Yoshihara, Yoshiko Miyazaki, Koji Yakusho, Masaharu Fukuyama",8,"Action & Adventure, Anime Features, Children & Family Movies",3,Action & Adventure,2018,2020-06-01,PG,teens,98.0,min,"Japan, United States","Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house."
s2453,TV Show,My Shy Boss,unknown,0,"Yeon Woo-jin, Park Hye-su, Yoon Bak, Gong Seung-yeon",4,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International TV Shows,2017,2020-06-01,TV-MA,adults,1.0,season,South Korea,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.
s2454,TV Show,Revolutionary Love,unknown,0,"Choi Si-won, Kang So-ra, Gong Myoung",3,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International TV Shows,2017,2020-06-01,TV-MA,adults,1.0,season,South Korea,A third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.
s2455,Movie,The Disaster Artist,James Franco,1,"James Franco, Dave Franco, Seth Rogen, Josh Hutcherson, Ari Graynor, Alison Brie, Jacki Weaver, Zac Efron, Hannibal Buress, Jason Mantzoukas, Nathan Fielder, Paul Scheer, Megan Mullally, Sharon Stone, Tommy Wiseau",15,"Comedies, Dramas",2,Comedies,2017,2020-06-01,R,adults,104.0,min,United States,"Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder."
s2456,Movie,The Stolen,Niall Johnson,1,"Alice Eve, Jack Davenport, Graham McTavish, Stan Walker, Richard O'Brien, Cohen Holloway, Stig Eldred, Emily Corcoran, Gillian MacGregor, Mikaela Ruegg",10,Dramas,1,Dramas,2016,2020-06-01,TV-14,not rated,98.0,min,"United Kingdom, Germany, United Arab Emirates, New Zealand",A well-to-do British woman must venture into New Zealand's wild and dangerous unknown when her baby son is kidnapped and held for ransom.
s2457,Movie,High Strung Free Dance,Michael Damian,1,"Juliet Doherty, Thomas Doherty, Jane Seymour, Harry Jarvis, Joshua Sinclair-Evans, Ace Bhatti, Desmond Richardson, Kika Markham",8,"Dramas, Music & Musicals, Romantic Movies",3,Dramas,2019,2020-05-31,TV-14,not rated,104.0,min,"Romania, United States",A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.
s2458,Movie,Freej Al Taibeen,Ahmed Zain,1,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein",8,"Comedies, Dramas, International Movies",3,Comedies,2018,2020-05-29,TV-PG,teens,99.0,min,United Arab Emirates,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training."
s2459,Movie,Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,1,Kenny Sebastian,1,Stand-Up Comedy,1,Stand-Up Comedy,2020,2020-05-29,TV-MA,adults,68.0,min,India,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough."
s2460,TV Show,Space Force,unknown,0,"Steve Carell, John Malkovich, Ben Schwartz, Diana Silvers, Tawny Newsome, Jimmy O. Yang, Don Lake, Lisa Kudrow, Fred Willard, Spencer House, Owen Daniels, Hector Duran, Chris Gethard, Aparna Nancherla",14,TV Comedies,1,TV Comedies,2020,2020-05-29,TV-MA,adults,1.0,season,United States,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.
s2461,Movie,The Other,Youssef Chahine,1,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq",10,"Dramas, International Movies, Romantic Movies",3,Dramas,1999,2020-05-29,TV-MA,adults,106.0,min,"France, Egypt","When a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union."
s2462,TV Show,"Can't Cope, Won't Cope",unknown,0,"Seána Kerslake, Nika McGuigan, Sheila Moylette, Muiris Crowley, Steve Blount, Amy Huberman, Laurence O'Fuarain, Seán Óg Cairns, Hannah Sheehan, Peter Campion",10,"TV Comedies, TV Dramas",2,TV Comedies,2018,2020-05-28,TV-MA,adults,2.0,seasons,Ireland,"In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off."
s2463,TV Show,Dorohedoro,unknown,0,"Wataru Takagi, Reina Kondo, Kenyu Horiuchi, Yoshimasa Hosoya, Yu Kobayashi, Kengo Takanashi, Miyu Tomita, Toru Nara, Mitsuhiro Ichiki, Hisao Egawa, Soungdok, Mayu Udono, Anri Katsu, Shinichiro Miki, Hozumi Goda, Tetsu Inada, Takuma Terashima, Ryohei Kimura, Yuki Kaji",19,"Anime Series, International TV Shows",2,Anime Series,2020,2020-05-28,TV-MA,adults,1.0,season,Japan,"Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat."
s2464,Movie,Grandmother's Farm,Ahmed Zein,1,"Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Muhammed Murshed, Meera Ali, Am Rashed, Amal Mohammed, Aisha Al Suwaidi",10,"Comedies, Horror Movies, International Movies",3,Comedies,2014,2020-05-28,TV-14,not rated,71.0,min,United Arab Emirates,A guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,1,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",10,"Comedies, Horror Movies, International Movies",3,Comedies,2015,2020-05-28,TV-14,not rated,80.0,min,United Arab Emirates,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror."
s2466,Movie,Intuition,Alejandro Montiel,1,"Luisana Lopilato, Joaquín Furriel, Rafael Ferro, Maite Lanata, Juan Manuel Guilera, Abel Ayala, Sebastián Mogordoy, Delfina Chaves, Marita Ballesteros, Miriam Odorico",10,"Dramas, International Movies, Thrillers",3,Dramas,2020,2020-05-28,TV-MA,adults,116.0,min,Argentina,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida""."
s2467,TV Show,Mako Mermaids: An H2O Adventure,unknown,0,"Lucy Fry, Ivy Latimer, Amy Ruffle, Chai Romruen, Isabel Durant, Allie Bertram, Linda Ngo, Gemma Forsyth, Dominic Deutscher, Kerith Atkinson, Rowan Hills, Brooke Nichole Lee",12,"Kids' TV, TV Comedies",2,Kids' TV,2016,2020-05-28,TV-G,family,4.0,seasons,Australia,"This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island."
s2468,Movie,I'm No Longer Here,Fernando Frías de la Parra,1,"Juan Daniel García, Angelina Chen, Jonathan Espinoza, Coral Puente, Tania Alvarado, Fanny Tovar, Luis Leonardo Zapata, Yahir Alday, Leonardo Garza, Yocelin Coronado, Deyanira Coronado",11,"Dramas, Independent Movies, International Movies",3,Dramas,2019,2020-05-27,TV-MA,adults,112.0,min,"Mexico, United States","A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life."
s2469,Movie,Hannah Gadsby: Douglas,Madeleine Parry,1,Hannah Gadsby,1,Stand-Up Comedy,1,Stand-Up Comedy,2020,2020-05-26,TV-MA,adults,73.0,min,Australia,"Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter."
s2470,Movie,Ne Zha,Yu Yang,1,"Lü Yanting, Joseph, Han Mo, Chen Hao, Lü Qi, Zhang Jiaming, Yang Wei",7,"Action & Adventure, Comedies, International Movies",3,Action & Adventure,2019,2020-05-25,TV-14,not rated,110.0,min,China,"Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones."
s2471,TV Show,Supergirl,Jesse Warn,1,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Emma Tremblay, Adrian Pasdar, Katie McGrath, David St. Louis, Odette Annable, Floriana Lima, Erica Durance",13,"TV Action & Adventure, TV Sci-Fi & Fantasy",2,TV Action & Adventure,2019,2020-05-25,TV-14,not rated,5.0,seasons,United States,"To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City."
s2472,Movie,Uncut Gems,"Josh Safdie, Benny Safdie",2,"Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",8,"Dramas, Thrillers",2,Dramas,2019,2020-05-25,R,adults,135.0,min,United States,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive."
s2473,TV Show,Betaal,unknown,0,"Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",10,"International TV Shows, TV Action & Adventure, TV Horror",3,International TV Shows,2020,2020-05-24,TV-MA,adults,1.0,season,India,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies."
s2474,TV Show,Dynasty,unknown,0,"Elizabeth Gillies, Nathalie Kelley, Grant Show, James Mackay, Rafael De La Fuente, Alan Dale, Sam Adegoke, Robert Christopher Riley",8,TV Dramas,1,TV Dramas,2019,2020-05-23,TV-14,not rated,3.0,seasons,United States,The Carringtons and the Colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.
s2475,Movie,One Day We'll Talk About Today,Angga Dwimas Sasongko,1,"Rachel Amanda, Rio Dewanto, Shelia Dara, Donny Damara, Susan Bachtiar, Oka Antara, Niken Anjani, Ardhito Pramono",8,"Dramas, International Movies",2,Dramas,2020,2020-05-23,TV-G,family,128.0,min,Indonesia,"Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them."
s2476,Movie,Si Doel the Movie 3,Rano Karno,1,"Rano Karno, Cornelia Agatha, Maudy Koesnaedi, Suty Karno, Mandra Naih, Aminah Tjendrakasih, Rey Bong, Akhmad Zulhoir Mardia",8,"Dramas, International Movies, Music & Musicals",3,Dramas,2020,2020-05-23,TV-G,family,93.0,min,Indonesia,"Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves."
s2477,TV Show,History 101,unknown,0,unknown,0,"British TV Shows, Docuseries, International TV Shows",3,British TV Shows,2020,2020-05-22,TV-14,not rated,1.0,season,United Kingdom,"Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries."
s2478,Movie,Living in Bondage: Breaking Free,Ramsey Nouah,1,"Swanky JKA, Kenneth Okonkwo, Ramsey Nouah, Enyinna Nwigwe, Nancy Isime, Shawn Faqua, Munachi Abii, Zulu Adigwe",8,"Horror Movies, International Movies, Thrillers",3,Horror Movies,2019,2020-05-22,TV-MA,adults,149.0,min,Nigeria,"Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult."
s2479,Movie,Modest Heroes: Ponoc Short Films Theatre,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita",3,"Fumino Kimura, Rio Suzuki, Machiko Ono, Sota Shinohara, Kentaro Sakaguchi, Joe Odagiri, Min Tanaka",7,"Anime Features, Children & Family Movies",2,Anime Features,2018,2020-05-22,PG,teens,54.0,min,Japan,Two underwater siblings surviving on their own. A boy with a serious egg allergy. A man invisible to the rest of society. Three short animated tales.
s2480,Movie,The Lovebirds,Michael Showalter,1,"Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp, Kyle Bornheimer, Nicholas X. Parsons, Andrene Ward-Hammond, Catherine Cohen, Barry Rothbart",9,"Action & Adventure, Comedies, Romantic Movies",3,Action & Adventure,2020,2020-05-22,R,adults,87.0,min,United States,"When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names."
s2481,TV Show,Trailer Park Boys: The Animated Series,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",5,"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Cory Bowles, Jacob Rolfe, Tyrone Parsons, Sarah Dunsworth, Jeanna Harrison, Marguerite McNeil",11,TV Comedies,1,TV Comedies,2020,2020-05-22,TV-MA,adults,2.0,seasons,Canada,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons."
s2482,Movie,#FriendButMarried,Rako Prijanto,1,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",8,"Dramas, International Movies, Romantic Movies",3,Dramas,2018,2020-05-21,TV-G,family,102.0,min,Indonesia,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married."
s2483,Movie,Bye Bye London,Almunsif Alsuwaisi,1,"Abdulhussain Abdulredah, Ghanem Al-Saleh, Mariam Al-Ghadban, Dawood Hussain, Entesar Alsharah, Mohamed Gaber",6,"Comedies, Dramas, International Movies",3,Comedies,1981,2020-05-21,TV-14,not rated,177.0,min,Kuwait,"In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters."
s2484,Movie,Fifty Year Old Teenager,Fouad Al Shatti,1,"Abdulhussain Abdulredah, Haifaa Adel, Dawood Hussain, Mohamed Gaber",4,"Comedies, International Movies",2,Comedies,1996,2020-05-21,TV-14,not rated,204.0,min,unknown,The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.
s2485,Movie,Lock Your Girls In,Fouad El-Mohandes,1,"Fouad El-Mohandes, Sanaa Younes, Sherihan, Ahmed Rateb, Ijlal Zaki, Zakariya Mowafi",6,"Comedies, International Movies, Romantic Movies",3,Comedies,1982,2020-05-21,TV-PG,teens,233.0,min,unknown,A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.
s2486,Movie,Mujeres arriba,Andrés Feddersen,1,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler, Cristián Riquelme, Diego Casanueva, Samuel González, Consuelo Holzapfel, Esteban Rojas, Amanda Müller",10,"Comedies, International Movies, Romantic Movies",3,Comedies,2019,2020-05-21,TV-14,not rated,98.0,min,Chile,"A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners."
s2487,TV Show,Mystic Pop-up Bar,unknown,0,"Hwang Jung-eum, Yook Sung-jae, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun, Na In-woo, Yeom Hye-ran, Park Eun-hye, Park Si-eun, Song Geon-hee, Kim Hee-jung, Ahn Tae-hwan",12,"International TV Shows, Korean TV Shows, TV Comedies",3,International TV Shows,2020,2020-05-21,TV-MA,adults,1.0,season,South Korea,A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.
s2488,Movie,No Longer kids,Samir Al Asfory,1,"Said Saleh, Hassan Moustafa, Ahmed Zaki, Younes Shalabi, Nadia Shukri, Karima Mokhtar",6,"Comedies, Dramas, International Movies",3,Comedies,1979,2020-05-21,TV-14,not rated,237.0,min,Egypt,"Hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him."
s2489,Movie,Raya and Sakina,Hussein Kamal,1,"Suhair El-Babili, Shadia, Abdel Moneim Madbouly, Ahmed Bedir",4,"Comedies, Dramas, International Movies",3,Comedies,1984,2020-05-21,TV-14,not rated,230.0,min,unknown,"When robberies and murders targeting women sweep early 20th-century Egypt, the hunt for suspects leads to two shadowy sisters. Based on a true story."
s2490,Movie,Sayed the Servant,Hussein Kamal,1,"Adel Imam, Omar El-Hariri, Raja Al-Jeddawi, Mostafa Mitwali, Moshira Ismail, Badr Nofal",6,"Comedies, International Movies",2,Comedies,1985,2020-05-21,TV-14,not rated,173.0,min,unknown,"While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme."
